Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
no checking account,0.2941176470588235,existing credits paid back duly till now,car (new),0.06707384175195334,100 <= ... < 500 DM,>= 7 years,1.0,male : married/widowed,none,1.0,real estate,0.39285714285714285,none,rent,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,radio/television,0.1140640475404424,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.0892857142857143,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,delay in paying off in the past,radio/television,0.037526136238582586,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,real estate,0.0892857142857143,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),furniture/equipment,0.09183448883019699,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.28571428571428575,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (used),0.12077693408165512,unknown/ no savings account,< 1 year,0.3333333333333333,male : married/widowed,none,1.0,"car or other, not in attribute 6",0.125,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),others,0.6431165401122483,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,co-applicant,0.6666666666666667,"car or other, not in attribute 6",0.35714285714285715,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,all credits at this bank paid back duly,car (new),0.34158688235941453,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,unknown / no property,0.35714285714285715,bank,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.32067789149334214,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.23214285714285715,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.4110817651590184,unknown/ no savings account,< 1 year,0.0,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.19642857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",no
0 <= ... < 200 DM,0.14705882352941174,existing credits paid back duly till now,business,0.06382744580169472,500 <= ... < 1000 DM,>= 7 years,0.0,male : married/widowed,none,0.3333333333333333,real estate,0.28571428571428575,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.029411764705882346,delay in paying off in the past,business,0.06597336854847584,100 <= ... < 500 DM,>= 7 years,0.0,male : divorced/separated,none,0.3333333333333333,"car or other, not in attribute 6",0.21428571428571425,bank,own,0.3333333333333333,skilled employee / official,1.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.16176470588235292,existing credits paid back duly till now,education,0.007813359744690218,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.07142857142857145,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,existing credits paid back duly till now,car (new),0.33069219764498736,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.6666666666666667,real estate,0.16071428571428575,none,rent,0.0,unskilled - resident,0.0,none,yes
no checking account,0.47058823529411764,critical account/ other credits existing (not at this bank),car (new),0.4184549356223176,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,real estate,0.10714285714285715,stores,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.07868383404864092,500 <= ... < 1000 DM,>= 7 years,0.6666666666666667,male : married/widowed,none,0.0,real estate,0.28571428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.6470588235294117,critical account/ other credits existing (not at this bank),radio/television,0.18311874105865522,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.0,real estate,0.49999999999999994,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.5588235294117647,existing credits paid back duly till now,radio/television,0.3809838230439089,unknown/ no savings account,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.19642857142857145,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.08823529411764706,critical account/ other credits existing (not at this bank),furniture/equipment,0.10355452844723231,unknown/ no savings account,< 1 year,0.3333333333333333,female : divorced/separated/married,co-applicant,0.6666666666666667,real estate,0.14285714285714285,none,rent,0.3333333333333333,skilled employee / official,0.0,none,no
... < 0 DM,0.4264705882352941,critical account/ other credits existing (not at this bank),furniture/equipment,0.22180037416088919,500 <= ... < 1000 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.07142857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.116430064927919,500 <= ... < 1000 DM,4 <= ... < 7 years,0.6666666666666667,male : divorced/separated,none,0.6666666666666667,"car or other, not in attribute 6",0.30357142857142855,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.25,existing credits paid back duly till now,radio/television,0.0872125013755915,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,real estate,0.10714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.1990756025090789,... < 100 DM,>= 7 years,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.39285714285714285,none,rent,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.08352591614394189,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,real estate,0.0892857142857143,none,rent,0.0,unskilled - resident,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.08823529411764706,critical account/ other credits existing (not at this bank),car (new),0.0292175635523275,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.7857142857142858,none,for free,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.09210960713106636,unknown/ no savings account,< 1 year,1.0,female : divorced/separated/married,none,0.6666666666666667,real estate,0.14285714285714285,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.10294926818531969,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.19642857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.024815670738417523,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,0.3333333333333333,real estate,0.37499999999999994,none,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,repairs,0.021404203807637284,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.19642857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (used),0.08858809287993837,... < 100 DM,unemployed,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.26785714285714285,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.17877187190491914,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,co-applicant,0.3333333333333333,real estate,0.17857142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6470588235294117,existing credits paid back duly till now,car (new),0.45322988885220644,unknown/ no savings account,4 <= ... < 7 years,0.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.0892857142857143,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.47058823529411764,delay in paying off in the past,education,0.36519203257400684,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.17857142857142855,stores,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,existing credits paid back duly till now,furniture/equipment,0.1352481567073842,... < 100 DM,< 1 year,0.3333333333333333,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.14285714285714285,bank,own,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.09541102674149884,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,unknown / no property,0.49999999999999994,bank,for free,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.8235294117647058,existing credits paid back duly till now,radio/television,0.5444040937603168,100 <= ... < 500 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,real estate,0.035714285714285754,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.05447342357213601,unknown/ no savings account,>= 7 years,1.0,female : divorced/separated/married,none,0.3333333333333333,real estate,0.33928571428571425,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
